sample,class,F_g__Staphylococcus,F_g__Acinetobacter,F_g__Corynebacterium,F_g__Cutibacterium,F_g__Pseudomonas,F_g__Streptococcus,F_g__Sphingomonas,F_g__Brevundimonas,F_g__Anaerococcus,F_g__Lawsonella,F_g__norank_f__Neisseriaceae,F_g__Kocuria,F_g__Finegoldia,F_g__Bradyrhizobium,F_g__Pelomonas,F_g__Enhydrobacter,F_g__Deinococcus,F_g__Stenotrophomonas,F_g__Rothia,F_g__Micrococcus,F_g__Paracoccus,F_g__Actinomyces,F_g__Phyllobacterium,F_g__Haemophilus,F_g__Lactobacillus,F_g__Actinotignum,F_g__Gordonia,F_g__Peptoniphilus,F_g__Veillonella,F_g__norank_f__norank_o__Chloroplast,F_g__Prevotella,F_g__Aquabacterium,F_g__Methylobacterium-Methylorubrum,F_g__Delftia,F_g__Granulicatella,F_g__Neisseria,F_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,F_g__Porphyromonas,F_g__Gemella,F_g__Eremococcus,F_g__Roseomonas,F_g__Piscicoccus,F_g__Acidovorax,F_g__Devosia,F_g__unclassified_f__Xanthobacteraceae,F_g__unclassified_f__Enterobacteriaceae,F_g__Brachybacterium,F_g__Chryseobacterium,F_g__Psychrobacter,F_g__Bacillus,F_g__norank_f__Caulobacteraceae,F_g__Rhodococcus,F_g__Fusobacterium,F_g__Burkholderia-Caballeronia-Paraburkholderia,F_g__Brevibacterium,F_g__Mobiluncus,F_g__unclassified_f__Dermacoccaceae,F_g__Pantoea,F_g__Dermabacter,F_g__Kytococcus,F_g__unclassified_o__Enterobacterales,F_g__Aerococcus,F_g__unclassified_f__Intrasporangiaceae,F_g__Luteimonas,F_g__Ezakiella,F_g__Leptotrichia,F_g__norank_f__Weeksellaceae,F_g__unclassified_f__Rhizobiaceae,F_g__Escherichia-Shigella,F_g__Peptostreptococcus,F_g__unclassified_f__Rhodobacteraceae,F_g__unclassified_f__Sphingomonadaceae,F_g__Ornithinimicrobium,F_g__Mesorhizobium,F_g__Anoxybacillus,F_g__norank_f__Mitochondria,F_g__Weissella,F_g__unclassified_f__Comamonadaceae,F_g__Murdochiella,F_g__Enterobacter,F_g__Skermanella,F_g__Flavobacterium,F_g__norank_f__JG30-KF-CM45,F_g__norank_f__Rhizobiaceae,F_g__Dialister,F_g__Aeromonas,F_g__Amaricoccus,F_g__Serratia,F_g__Romboutsia,F_g__Rubellimicrobium,F_g__norank_f__norank_o__SBR1031,F_g__Exiguobacterium,F_g__unclassified_p__Proteobacteria,F_g__Varibaculum,F_g__unclassified_k__norank_d__Bacteria,F_g__Alloprevotella,F_g__Aliterella,F_g__Arthrobacter,F_g__Pseudoxanthomonas,F_g__unclassified_f__Lachnospiraceae,F_g__Sphingopyxis,F_g__Alishewanella,F_g__Abiotrophia,F_g__Truepera,F_g__Ottowia,F_g__norank_f__Muribaculaceae,F_g__Niabella,F_g__Chroococcidiopsis_PCC_7203,F_g__Pedobacter,F_g__unclassified_c__Parcubacteria,H_g__Staphylococcus,H_g__Acinetobacter,H_g__Corynebacterium,H_g__Cutibacterium,H_g__Pseudomonas,H_g__Streptococcus,H_g__Sphingomonas,H_g__Brevundimonas,H_g__Anaerococcus,H_g__Lawsonella,H_g__norank_f__Neisseriaceae,H_g__Kocuria,H_g__Finegoldia,H_g__Bradyrhizobium,H_g__Pelomonas,H_g__Enhydrobacter,H_g__Deinococcus,H_g__Stenotrophomonas,H_g__Rothia,H_g__Micrococcus,H_g__Paracoccus,H_g__Actinomyces,H_g__Phyllobacterium,H_g__Haemophilus,H_g__Lactobacillus,H_g__Actinotignum,H_g__Gordonia,H_g__Peptoniphilus,H_g__Veillonella,H_g__norank_f__norank_o__Chloroplast,H_g__Prevotella,H_g__Aquabacterium,H_g__Methylobacterium-Methylorubrum,H_g__Delftia,H_g__Granulicatella,H_g__Neisseria,H_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,H_g__Porphyromonas,H_g__Gemella,H_g__Eremococcus,H_g__Roseomonas,H_g__Piscicoccus,H_g__Acidovorax,H_g__Devosia,H_g__unclassified_f__Xanthobacteraceae,H_g__unclassified_f__Enterobacteriaceae,H_g__Brachybacterium,H_g__Chryseobacterium,H_g__Psychrobacter,H_g__Bacillus,H_g__norank_f__Caulobacteraceae,H_g__Rhodococcus,H_g__Fusobacterium,H_g__Burkholderia-Caballeronia-Paraburkholderia,H_g__Brevibacterium,H_g__Mobiluncus,H_g__unclassified_f__Dermacoccaceae,H_g__Pantoea,H_g__Dermabacter,H_g__Kytococcus,H_g__unclassified_o__Enterobacterales,H_g__Aerococcus,H_g__unclassified_f__Intrasporangiaceae,H_g__Luteimonas,H_g__Ezakiella,H_g__Leptotrichia,H_g__norank_f__Weeksellaceae,H_g__unclassified_f__Rhizobiaceae,H_g__Escherichia-Shigella,H_g__Peptostreptococcus,H_g__unclassified_f__Rhodobacteraceae,H_g__unclassified_f__Sphingomonadaceae,H_g__Ornithinimicrobium,H_g__Mesorhizobium,H_g__Anoxybacillus,H_g__norank_f__Mitochondria,H_g__Weissella,H_g__unclassified_f__Comamonadaceae,H_g__Murdochiella,H_g__Enterobacter,H_g__Skermanella,H_g__Flavobacterium,H_g__norank_f__JG30-KF-CM45,H_g__norank_f__Rhizobiaceae,H_g__Dialister,H_g__Aeromonas,H_g__Amaricoccus,H_g__Serratia,H_g__Romboutsia,H_g__Rubellimicrobium,H_g__norank_f__norank_o__SBR1031,H_g__Exiguobacterium,H_g__unclassified_p__Proteobacteria,H_g__Varibaculum,H_g__unclassified_k__norank_d__Bacteria,H_g__Alloprevotella,H_g__Aliterella,H_g__Arthrobacter,H_g__Pseudoxanthomonas,H_g__unclassified_f__Lachnospiraceae,H_g__Sphingopyxis,H_g__Alishewanella,H_g__Abiotrophia,H_g__Truepera,H_g__Ottowia,H_g__norank_f__Muribaculaceae,H_g__Niabella,H_g__Chroococcidiopsis_PCC_7203,H_g__Pedobacter,H_g__unclassified_c__Parcubacteria
12H_2,2,0.510823284,0.112609796,0.01804377,0.269584636,0.013815692,0.006133691,0.010153342,0.012952211,0.001101682,0.003275272,0,0.00074438,0,0.00830728,0.004198303,0,5.96E-05,0.001607861,0.000357302,0,0.000387078,0.001161233,0.004674706,0.000714605,0.000327527,0,0,0,0,0.000357302,0.000655054,0.000774155,0.001250558,0.002530892,0.001012357,0,0.000267977,0,0.000208426,0,0,0,0,0.000327527,0,0,0,0,0,0,0.000238202,0,0.000297752,0.000565729,8.93E-05,0,0,0.000238202,0,0,0,0,0,0,0,0.000178651,0,0,0,0,0,0.000595504,0,0.000238202,8.93E-05,0,0,0.000178651,0,0,0,0,0,0,8.93E-05,0,0,0,0,0.000833706,0,0,0,0,0.000119101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183564091,0.358761352,0.034688105,0.06485038,0.025457794,0.046538633,0.006520768,0.014083668,0.00223314,0.007056722,0,0.004287628,0.002203365,0.009170761,0.005389311,0.001667411,0.000625279,0.002858419,0.009438738,0.001220783,0.001637636,0.008515706,0.004853357,0.018996576,0.011820753,0,0.000238202,0.000655054,0.00297752,0.078368319,0.001339884,0.000327527,0.003811225,0.005389311,0.013011761,0.006044365,0.000893256,0,0.000982582,0.000238202,0,0,0.000565729,0.000208426,0,0,0.00068483,8.93E-05,0.001071907,0.001458985,0.000446628,0.000833706,0.001250558,0,0,0,0.000208426,0,0,0,0.000178651,0.001101682,0.001310109,0,0,0,0,0.001310109,0,0,0.000565729,0.000208426,0.000148876,0.000148876,0,0.017775793,0.000119101,0.000476403,0,0,0,0,8.93E-05,0.002024713,0,0.000267977,0,0.001726961,0.000357302,0.000535954,0,0.000148876,0,0,0,0,0,0,0,0,0,0,0,0.000208426,0,0,0,0,0,0
12H_3,3,0.302218252,0.322644038,0.022599375,0.011582552,0.034956082,0.033199345,0.025755546,0.036474617,0.007920202,0.007443799,0,0.059758821,0.011433676,0.020634212,0.005538187,0.00074438,0.000238202,0.001578085,0.001101682,0.004138752,0.00750335,0.010748846,0.007175823,0.000923031,0.000625279,0,0.000863481,0.000595504,0.000863481,0.000565729,0.000267977,0.002441566,0.001012357,0.002501117,0.002947745,0,0.00148876,0,0.002024713,0,0.003543248,0,0.000982582,0,0.002322465,0,0.00452583,0,0,0.000565729,0.001667411,0,8.93E-05,0.000506178,0,0,0.007175823,0,0,0,0,0,0.000833706,0,0,0,0,0,0.000208426,0,0,0.001012357,0,0,0,0,0,0.000535954,0,0,0,0,0,0.000833706,0.005538187,0,0,0,0,0,0,0,8.93E-05,0,0,0,0,0.00080393,0,0.000119101,0,0,0,0,0,0,0,0,0,0,0.160309662,0.445049873,0.019621855,0.006163466,0.037218997,0.05058806,0.011761203,0.030608903,0.007354474,0.001994938,0,0.057615007,0.005746613,0.009408962,0.008515706,0.01134435,0.000208426,0.001935388,0.007205598,0.002114039,0.014530296,0.020157809,0.006431443,0.000535954,0.000655054,0,0.007056722,0.001012357,0.000327527,0.00074438,0.000327527,0.001578085,0.002530892,0.005597737,0.003960101,0,0.002828644,0,0.001816287,0,0.001816287,0.000267977,0.001220783,0,0.001339884,0,0.001101682,0.000416853,0,0.000208426,0.001071907,5.96E-05,0,0.00074438,0,0,0.008664582,8.93E-05,0,0,0,0.000119101,0,0,0,0,0,0.001339884,0.000297752,0.000267977,0.000238202,8.93E-05,0,0.000774155,0,0.000714605,0,0.000416853,0,0,0,0.000148876,8.93E-05,0,0,0.000297752,0,0,0.000178651,0.000148876,0,0,8.93E-05,0,0,0.000208426,0,0.003305047,0.000238202,0,0.000267977,0,0,0,0,0,0.000178651,0,0,0
12H_4,4,0.56156022,0.123567069,0.132380527,0.033080244,0.019889832,0.019026351,0.013905017,0.021765669,0.000178651,0.000565729,0,0.00458538,0.01059997,0.009974691,0.004257853,0,0.000238202,0.00297752,0.00154831,0.001101682,5.96E-05,0.006520768,0.007830877,0.00068483,0,0,0.000625279,0.000387078,0.000178651,0,0,0.002620217,0.001161233,0.000595504,0.000119101,0,0.000595504,0,0.000119101,0,0.000327527,8.93E-05,0.000148876,0.000357302,0.002322465,0,0.000506178,0,0,0.000297752,0.00074438,0,0.000119101,0.001846062,0,0,5.96E-05,0,0,0.000416853,0,0,0,0,0,0,0,0,0.000238202,0.001667411,0,0,0,8.93E-05,0,0,0,0.000595504,0,0,0,0,0,0,0,0,5.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96E-05,0,0,0,0,0,0,0,0,0,0.03626619,0.21735894,0.009081435,0.003334822,0.010629745,0.008337055,0.008277505,0.006223016,0.000357302,0.000238202,0,0.350305196,0.004079202,0.002560667,0.001071907,0.009140986,0.000774155,0.003751675,0.002530892,0.000863481,0.038797082,0.002054489,0.001042132,0.000446628,0.001458985,0,0.144647908,0.000267977,0.000119101,0.000148876,0.000327527,0.000595504,0.00527021,0.001042132,5.96E-05,0.00074438,0.007711776,0,0.000655054,0,0.000178651,0,5.96E-05,0.00068483,5.96E-05,0,0.001458985,0.009676939,0,8.93E-05,0.000148876,0.016138157,2.98E-05,0,0.00223314,5.96E-05,0.000238202,0,0,0.000655054,0,0,0,0.000446628,0,0,0,0.000148876,0,0.000119101,0.014917374,0.00532976,0,0.000178651,0,0,0.000238202,0.00985559,0,0.000297752,0.010004466,0,0,0,0,0.000119101,0.009349412,0.000178651,5.96E-05,0,0,5.96E-05,0,0,8.93E-05,0,0,8.93E-05,0.006848295,0,0,0,0,0,0,0,0,0.000119101,0,0
12H_5,5,0.112758672,0.450052107,0.027690933,0.145600715,0.03322912,0.016793211,0.018669049,0.028316213,0,0.004168528,0,0.0037219,0.000655054,0.014083668,0.005151109,0.00979604,0.000208426,0.005061784,0.004496055,0.025517344,0.003394372,0.000625279,0.007711776,0.000655054,0,0,0.005091559,0,0.000327527,5.96E-05,0.000119101,0.000774155,0.000863481,0.003632574,0.000535954,8.93E-05,0.000625279,0,0.000476403,0,0.000327527,0,0.001280333,0.001161233,0.002739318,0.021676344,0.00068483,0.001905613,0,0,0.001756737,0,0,0.001667411,0.001518535,0,0.000238202,0.000297752,0,0.000565729,0,0,0.000208426,0.000238202,0,0,0,0.002590442,0,0,0.000238202,0,0.000178651,0.000893256,0,0,0.000178651,0.000446628,0,0,0,0.000148876,0.000297752,0,0,0,0,0,0,0.000267977,0,0,0,0,0,0,0,0,5.96E-05,0,0,0,0,0,0,0,0,0,0,0,0.080988537,0.178323656,0.024832515,0.056781301,0.014679172,0.335238946,0.026797678,0.010391544,0.000565729,0.002947745,0.000208426,0.006133691,0.000535954,0.005121334,0.002143814,0.005865714,0.000119101,0.001339884,0.105582849,0.025279142,0.004347179,0.011850529,0.003096621,0.004496055,0.000119101,0.000148876,0.003811225,0.000565729,0.004823582,0.000119101,0.001310109,0.001280333,0.001816287,0.001637636,0.010748846,0.000476403,0.00074438,0,0.001101682,0,0.000327527,0,0.000148876,0,0.000238202,0.001161233,0.007324699,0.001101682,0,0.000476403,0.000476403,0.000387078,0.001042132,0.000297752,0.002709543,0.000178651,0.000357302,0.000387078,0,0.000327527,0.001101682,0,0.002203365,0,0,0.000267977,0,0.000714605,0,0,5.96E-05,0,0.000327527,0,0.00080393,8.93E-05,0.002769093,8.93E-05,0,0,0,8.93E-05,0,0.007860652,8.93E-05,0,8.93E-05,0,5.96E-05,0.000119101,0,0,0,0,0,0.000178651,0,0,8.93E-05,0,0,0,0,0,0,0,5.96E-05,0,0,0
12H_6,6,0.061723984,0.329313682,0.00836683,0.410093792,0.0302516,0.0188477,0.022331398,0.024445437,0,0.01735894,0.004019652,0.000416853,0,0.012058955,0.005597737,0.000238202,0.000238202,0.002411791,0.001697186,8.93E-05,0.000327527,0.001994938,0.009915141,0.000327527,8.93E-05,0,0,0,0.000535954,0.000446628,0,0.002471341,0.002054489,0.002143814,0.000148876,0.000357302,0.001339884,0,0.000208426,0,0,0,0.000774155,0.000267977,0.002620217,0.001607861,0,0.000714605,0,0.005835939,0.00080393,0,0.000297752,0.00068483,0.000267977,0,0,0,0,0,0,0,0,0,0,0.000208426,0,0.000595504,0,0.000148876,0,0,0,0.000208426,0,0,0,0.000208426,0,0,0,0,0,0,0.000655054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042697633,0.52597886,0.026499926,0.09286884,0.038320679,0.009140986,0.034092601,0.032603841,0.000178651,0.027393181,0.000565729,0.005299985,0.000267977,0.018311746,0.007175823,0.010004466,0.006490993,0.008843234,0.00154831,0.004049427,0.00527021,0.001905613,0.010004466,0.008456156,8.93E-05,0,0.000208426,0,0.001042132,0.00148876,0.000387078,0.00223314,0.002322465,0.003007295,0.000297752,0.000565729,0.001042132,8.93E-05,0.000357302,0,0.001250558,0.000595504,0.001518535,0.000476403,0.002441566,0.004079202,0.000774155,0.001191008,0,0.007384249,0.002143814,0,0,0.001756737,0.000625279,0,0.001071907,0,0,0.000982582,0,0,0.000357302,0,0,0,0,0.000446628,0.000148876,0,0.000267977,0,0,0,0.001578085,0,0,0.000416853,0,0,0,0.000952806,0,0,0.000387078,0,0,0,0,0.001518535,0,0,0.000178651,0,0,0.000863481,0.000446628,0.000267977,0,0,0,0,0,0,0,0,0,0,0.000297752,0
12H_7,7,0.089801995,0.307607563,0.011523001,0.096799166,0.053059402,0.08759863,0.122495162,0.055352092,0,0.005299985,0.001250558,0.003126396,0.001429209,0.034866756,0.012624684,0.002560667,0.00074438,0.006729195,0.000923031,8.93E-05,0.001726961,0.003692124,0.007979753,0.038529105,0,0,0,0,0.000565729,0.001071907,0.001578085,0.002382016,0.003930326,0.002352241,0.000357302,0.000297752,0,0,0.001965163,0,0,0,0.000952806,0.000982582,0.002590442,0.006133691,0,0,0,0.00068483,0.000357302,0.00080393,0,0.003662349,0,0,0,0,0,0,0,0.000774155,0,0,0,0,0,0.001161233,0,0,0,0,0,0,0,0.000267977,0,0.000238202,0,0,0,0,0,0,0,0,0,0,0,0,0.000357302,0,0,0,0,5.96E-05,0,0,0,0,0,0,0,0.000148876,0,0,0,0,0,0,0.523924371,0.27464642,0.006163466,0.002858419,0.025130266,0.02337353,0.013011761,0.022510049,0.000178651,0.002441566,0.000178651,0.003096621,0,0.01208873,0.004734256,0.000714605,0.000774155,0.003364597,0.002530892,0.000714605,0.000655054,0.002143814,0.007205598,0.00979604,0.000863481,0,0,0,0.000952806,0.000327527,0.000476403,0.000535954,0.001846062,0.002739318,0,0.000297752,0.001637636,0,0.000774155,0,0,0,0.000774155,0.000446628,0.002143814,0.000863481,0,0.000119101,0,0,0.000893256,0,0,0.000774155,0,0,0,0,0,0,0,0.003900551,0.000416853,0,0,0.000535954,0,0.000357302,0,0,0,0.000119101,0.000387078,0.000238202,0,0,0.000565729,0.000357302,0,0,0,0.000357302,5.96E-05,0,0,0.001697186,0,0,0,0,0,0,0,0,5.96E-05,0.002114039,0,0.000148876,0,0.000208426,0,0,0,0,0,0,0,0,0,0
12H_8,8,0.112847998,0.250171207,0.022122972,0.03924371,0.010629745,0.00824773,0.009557838,0.013101087,0.002054489,0.005538187,0.349858568,0.00074438,0.00080393,0.006997171,0.002858419,0.000119101,0.000327527,0.001816287,0.000387078,0.000119101,0.002173589,0.00229269,0.003513473,0.001429209,0,0.1244901,0,0.000446628,0.001310109,0.000774155,0.000476403,0.000595504,0.001310109,0.001935388,0.001310109,0.001875837,8.93E-05,0,0.000774155,0,0,0,0.001071907,0.000446628,0,0,0,0.000297752,0,0.000506178,0.000625279,0.000148876,0.001191008,0.000416853,0,0,0,0,0,0,0,0,0,0,0,0.00074438,0,0.00068483,0,0,0,0,0,0.000327527,0.000506178,8.93E-05,0,0.000178651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148876,0,5.96E-05,0,0.000327527,0,0,0,0,0,0,0.000238202,0,0,0,0,0,0,0.366354027,0.181688254,0.333958612,0.002352241,0.007949978,0.001042132,0.004942683,0.009230311,0.020783088,0.002262915,0.001071907,0.01283311,0.006699419,0.002084264,0.002679768,0.000357302,0,0.001667411,0,0.002024713,0.006520768,0.001042132,0.002798869,0,8.93E-05,0.001965163,0.000476403,0.004257853,8.93E-05,0.000565729,0.000119101,0.000327527,0.001429209,0.001399434,0.000297752,0.000416853,0.000833706,0,0,0.000178651,0.000238202,0.000119101,0.000357302,0.000238202,0,0,0.000119101,0,0,0.000923031,0.000446628,0.000119101,0,0.000327527,5.96E-05,0,0.000178651,0,0.000833706,0.000208426,0.000148876,0,0.000476403,0,5.96E-05,0,0,0,0,0.000595504,0.000357302,0.000119101,0,2.98E-05,0.000446628,0,0,0,0.000357302,0,0.001965163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000178651,0,0,0,0,0,0
12H_9,9,0.746613071,0.120053595,0.059520619,0.003513473,0.00681852,0.001191008,0.003811225,0.005627512,0.000208426,0.00297752,0.013339288,0.002798869,5.96E-05,0.003394372,0.001339884,0.000357302,0.004942683,0.000893256,0.002828644,0.000416853,0.002590442,0.000446628,0.001458985,0.000476403,0,0,0,0,0,0.000535954,0,0.000476403,0.00074438,0.001875837,2.98E-05,0,0.000327527,0,0.000238202,0,0.000416853,0,0,0,0,0,8.93E-05,0.000297752,0,0,0.003841,8.93E-05,0,0.000119101,0.000178651,0,0,0,8.93E-05,0,0,0,0.001191008,0,0,0,0,0,5.96E-05,0,0,0,0,0,0,0,0,0.000119101,0,0,0,5.96E-05,5.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366889981,0.0943576,0.232693167,0.003245497,0.006431443,0.050349859,0.003215721,0.006044365,0.00532976,0.003900551,0.008932559,0.032842043,0.008753908,0.001816287,0.004823582,0.002143814,0.014649397,0.001994938,0.033199345,0.003870776,0.011076373,0.006848295,0.000625279,0.020574661,0,0,0,0.000446628,0.001458985,0.001310109,0.000833706,0.000327527,0.001369659,0.001131457,0.009140986,0.009766265,0.00074438,0.000565729,0.000863481,0.000148876,0.003007295,0.000119101,0,0,0,0.00074438,0.000595504,0.000923031,0,0,0.005776388,0.000119101,0.001458985,0,0.001667411,0.000863481,0.000535954,0,0.002530892,0,0,0,0.002947745,2.98E-05,0,0.000923031,0,0.000148876,0,0.000893256,0,0.000923031,0,0,0,0.000119101,0,0.000655054,0,0,0,0.000208426,0,0,0,0,0,0,0,0,0,0,0,0,0.000416853,0.000148876,0,0,0,0,0,0,0,0.000208426,0,0,0,0,8.93E-05,0
12H_10,10,0.574542206,0.071996427,0.099002531,0.061902635,0.010331993,0.009200536,0.005299985,0.007414024,0.000833706,0.068870031,0.031085306,0.001965163,0.000357302,0.00681852,0.002203365,0.001280333,0.001042132,0.000446628,0.004436504,0.007443799,0.002649993,0.010480869,0.002411791,0.000595504,0,0,0,0.001697186,0.00068483,0,0,0.000506178,0.000714605,0.000238202,0.001071907,0.000178651,0.000238202,0,0.002888194,0,0,0.000357302,0.000267977,0,0,0,0,0.000357302,0,0.000148876,0.000506178,0,0,0.000387078,0.000119101,0,0,0,0.000446628,0.000774155,0,0,0,0,0,0,0.000238202,0.000416853,0,0,0,0,0,0.000297752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196992705,0.096114337,0.100669942,0.01965163,0.010421319,0.014560071,0.01214828,0.024981391,0.003900551,0.004883132,0.008902784,0.006729195,0.001161233,0.004198303,0.001339884,0.038261128,0.225963972,0.00223314,0.001518535,0.050647611,0.032693167,0.005955039,0.002709543,0.005032008,0.000297752,0,0.000416853,0.000297752,0.001339884,0.000148876,0.000565729,8.93E-05,0.001191008,0.001875837,0.000446628,0.001131457,0.000833706,0.000178651,0.003513473,0.002024713,0.000655054,0.014024118,0.000267977,0.000476403,0,0,0.006252791,0.005180884,0,0,0.000119101,0.000297752,0.000893256,0.000238202,0.003156171,0,0,0,0.000774155,0.005032008,0.000148876,0.000178651,0.002679768,0.00378145,0,0.000119101,0.017656692,0.002649993,5.96E-05,0,0.000148876,0.001071907,0.005032008,0.00080393,0,0,0.000148876,0,0,0,0,0.000178651,0.000952806,0,0,0,0.000535954,0,0,5.96E-05,0,0.000863481,0.000148876,0,0,0,0,0,0,0,0.000833706,0,8.93E-05,0.000923031,0.000625279,0,0.000923031,0,0,0
12H_11,11,0.734643442,0.007830877,0.222063421,0.020366235,0.000476403,0.000893256,0.000476403,0.000297752,0.007890427,8.93E-05,0,0,0.000416853,0.000178651,8.93E-05,0.000148876,2.98E-05,0,0.000119101,0,0,5.96E-05,0,0,0,0,0,0.000119101,0,2.98E-05,0,0,0,5.96E-05,0,0,0,0,5.96E-05,0,0.000119101,0,0,0,0,0.000119101,0,0,0,0,0,0,0,0,0,0,0,0.000774155,2.98E-05,0,0.001846062,0,0,0,0,0,0,2.98E-05,0.000297752,0,0,0,0,0,0,0,0,5.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119101,0,0,0,0,0,0,0,0,0,5.96E-05,0,0,0,0,0,0,0,0.462438589,0.142206342,0.11240137,0.017894894,0.025547119,0.003513473,0.014589847,0.008217954,0.011761203,0.000625279,0,0.001250558,0.003156171,0.003632574,0.001071907,0.010719071,0.00068483,0.00080393,0.000208426,0.001280333,0.000655054,0.000714605,0.002173589,0.000297752,0,0,0,0.000327527,0.000208426,0,0,0.001250558,0.001756737,0.00068483,0.000595504,0.000416853,0.00446628,5.96E-05,0.000625279,0,0.00762245,0.000238202,0.000774155,0,0,8.93E-05,0,0.000327527,0.100878368,5.96E-05,0.000148876,0,0.000178651,5.96E-05,0.00074438,0,0,0.016584785,0.000535954,0.000148876,0.01890725,0,0,0,0,0,0,0.000565729,5.96E-05,0,0.008069078,0,0,0.000208426,0,0,0,0,0,0.000208426,0,0,0,8.93E-05,0,0,0,0.000357302,0.000238202,5.96E-05,0,0,0.000506178,0,0.000119101,0,0,0,8.93E-05,0,0,0,0.000119101,0,0,0,0,0,0,0
12H_12,12,0.63242519,0.009825815,0.125859759,0.094714902,0.000982582,0.002828644,0.00068483,0.00068483,0.066160488,0.006490993,0,0.000119101,0.020812863,0.000208426,0.000148876,0,0,0,0.000238202,0,0.000119101,0.001994938,0.000178651,0,0,0,0,0.012356707,5.96E-05,0,0.000476403,8.93E-05,0,8.93E-05,0,0.000267977,0,0.001518535,0.000267977,0.005091559,5.96E-05,0,0,0,0,0,0,0,0,0,0,0,0.000267977,0,0.00229269,0.001042132,5.96E-05,0,0.001607861,0.000535954,0,0,0,0,0.004317404,5.96E-05,0,0.000208426,0,0,0,0,0,0,0,0,0,5.96E-05,0.000506178,0,0,0,0,0.000178651,0.000148876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119101,0,0,0,0,0,0,0,0.041595951,0.005478636,0.304778919,0.007175823,0.000565729,0.007056722,0.001042132,0.000357302,0.325681108,0.005240435,0,0.000208426,0.147684978,0.000119101,0,0.000238202,0,0,0.000327527,0,0.001071907,0.001756737,2.98E-05,0,0,0,0,0.034628554,0.000327527,0,0.008813458,0,0.000119101,0,0.000476403,0.000238202,0,0.015483103,0.001161233,0.02789936,0,0,0.000148876,0,0,0,0.000327527,0,0,0,0,0,0.000208426,0,0.009170761,0.000774155,0,0,0.010183117,0.007205598,0,0,0,0,0.00750335,5.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.004287628,0,0,0,0,0,0.001310109,0,0,0,0.000297752,0,0,0,0,0.000535954,0.000446628,0.000327527,0,0,0,0,0,0,0.000119101,0,0,0,0,0,0,0
12H_13,13,0.505672175,0.042370106,0.105165997,0.20762245,0.002917969,0.002411791,0.001369659,0.003632574,0.000119101,0.045466726,0,0.000148876,0.000387078,0.001280333,0.001161233,0,0,0.000297752,0.000476403,0,0.000178651,0.000863481,0.000565729,0.000923031,5.96E-05,0.069078458,0,0,0.000148876,0,0,0,0,0.000387078,0.000416853,0.000655054,0.000208426,0.000119101,0.000297752,0,0,0,0.000119101,0.000178651,0,0.000267977,0,0,0,0.000119101,0.000148876,0,0.000208426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000238202,0,0,0,5.96E-05,0,0.000119101,0,0,0,0,0,0,0,0,0,0,0,0.001667411,0,0,0,0,0,0.00080393,0,0,0,8.93E-05,0,0,0,0,0.000387078,0,0,0,0,0,0,0,0.215602203,0.189906208,0.157332142,0.034866756,0.062736341,0.030430252,0.008813458,0.012505583,0.025934197,0.053893107,0.000565729,0.006907846,0.011314575,0.006848295,0.004376954,0.003900551,0.001042132,0.00378145,0.008217954,0.016227483,0.006997171,0.007146047,0.002143814,0.009379187,0,0.000893256,0.000238202,0.006282567,0.001846062,0.002441566,0.003334822,0.000297752,0.000923031,0.002322465,0.003751675,0.017120738,0.001191008,0.003364597,0.003543248,0.000952806,0.001458985,0,0.000119101,8.93E-05,0,0.00068483,0.000625279,0.001399434,0.000238202,0.001131457,0.000416853,0.000506178,0.003245497,0.000535954,0.001250558,0,0.000774155,0,0.001578085,0.002411791,0.000267977,0.000416853,0.000833706,0.00074438,0.000535954,0.001131457,0,0.000208426,0,0.00154831,0,0.001994938,0.000506178,0.000327527,0,5.96E-05,8.93E-05,0.00068483,0,0,0.000208426,0.000148876,0.000595504,0,0.000208426,0,0,0.001578085,0,0.001667411,0,0.000416853,0,0.002769093,0,0.000476403,0,0.001697186,0,0,0,0,0.000446628,0,8.93E-05,0,0,8.93E-05,0,0
