sample,class,F_g__Staphylococcus,F_g__Acinetobacter,F_g__Corynebacterium,F_g__Cutibacterium,F_g__Pseudomonas,F_g__Streptococcus,F_g__Sphingomonas,F_g__Brevundimonas,F_g__Anaerococcus,F_g__Lawsonella,F_g__norank_f__Neisseriaceae,F_g__Kocuria,F_g__Finegoldia,F_g__Bradyrhizobium,F_g__Pelomonas,F_g__Enhydrobacter,F_g__Deinococcus,F_g__Stenotrophomonas,F_g__Rothia,F_g__Micrococcus,F_g__Paracoccus,F_g__Actinomyces,F_g__Phyllobacterium,F_g__Haemophilus,F_g__Lactobacillus,F_g__Actinotignum,F_g__Gordonia,F_g__Peptoniphilus,F_g__Veillonella,F_g__norank_f__norank_o__Chloroplast,F_g__Prevotella,F_g__Aquabacterium,F_g__Methylobacterium-Methylorubrum,F_g__Delftia,F_g__Granulicatella,F_g__Neisseria,F_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,F_g__Porphyromonas,F_g__Gemella,F_g__Eremococcus,F_g__Roseomonas,F_g__Piscicoccus,F_g__Acidovorax,F_g__Devosia,F_g__unclassified_f__Xanthobacteraceae,F_g__unclassified_f__Enterobacteriaceae,F_g__Brachybacterium,F_g__Chryseobacterium,F_g__Psychrobacter,F_g__Bacillus,F_g__norank_f__Caulobacteraceae,F_g__Rhodococcus,F_g__Fusobacterium,F_g__Burkholderia-Caballeronia-Paraburkholderia,F_g__Brevibacterium,F_g__Mobiluncus,F_g__unclassified_f__Dermacoccaceae,F_g__Pantoea,F_g__Dermabacter,F_g__Kytococcus,F_g__unclassified_o__Enterobacterales,F_g__Aerococcus,F_g__unclassified_f__Intrasporangiaceae,F_g__Luteimonas,F_g__Ezakiella,F_g__Leptotrichia,F_g__norank_f__Weeksellaceae,F_g__unclassified_f__Rhizobiaceae,F_g__Escherichia-Shigella,F_g__Peptostreptococcus,F_g__unclassified_f__Rhodobacteraceae,F_g__unclassified_f__Sphingomonadaceae,F_g__Ornithinimicrobium,F_g__Mesorhizobium,F_g__Anoxybacillus,F_g__norank_f__Mitochondria,F_g__Weissella,F_g__unclassified_f__Comamonadaceae,F_g__Murdochiella,F_g__Enterobacter,F_g__Skermanella,F_g__Flavobacterium,F_g__norank_f__JG30-KF-CM45,F_g__norank_f__Rhizobiaceae,F_g__Dialister,F_g__Aeromonas,F_g__Amaricoccus,F_g__Serratia,F_g__Romboutsia,F_g__Rubellimicrobium,F_g__norank_f__norank_o__SBR1031,F_g__Exiguobacterium,F_g__unclassified_p__Proteobacteria,F_g__Varibaculum,F_g__unclassified_k__norank_d__Bacteria,F_g__Alloprevotella,F_g__Aliterella,F_g__Arthrobacter,F_g__Pseudoxanthomonas,F_g__unclassified_f__Lachnospiraceae,F_g__Sphingopyxis,F_g__Alishewanella,F_g__Abiotrophia,F_g__Truepera,F_g__Ottowia,F_g__norank_f__Muribaculaceae,F_g__Niabella,F_g__Chroococcidiopsis_PCC_7203,F_g__Pedobacter,F_g__unclassified_c__Parcubacteria,H_g__Staphylococcus,H_g__Acinetobacter,H_g__Corynebacterium,H_g__Cutibacterium,H_g__Pseudomonas,H_g__Streptococcus,H_g__Sphingomonas,H_g__Brevundimonas,H_g__Anaerococcus,H_g__Lawsonella,H_g__norank_f__Neisseriaceae,H_g__Kocuria,H_g__Finegoldia,H_g__Bradyrhizobium,H_g__Pelomonas,H_g__Enhydrobacter,H_g__Deinococcus,H_g__Stenotrophomonas,H_g__Rothia,H_g__Micrococcus,H_g__Paracoccus,H_g__Actinomyces,H_g__Phyllobacterium,H_g__Haemophilus,H_g__Lactobacillus,H_g__Actinotignum,H_g__Gordonia,H_g__Peptoniphilus,H_g__Veillonella,H_g__norank_f__norank_o__Chloroplast,H_g__Prevotella,H_g__Aquabacterium,H_g__Methylobacterium-Methylorubrum,H_g__Delftia,H_g__Granulicatella,H_g__Neisseria,H_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,H_g__Porphyromonas,H_g__Gemella,H_g__Eremococcus,H_g__Roseomonas,H_g__Piscicoccus,H_g__Acidovorax,H_g__Devosia,H_g__unclassified_f__Xanthobacteraceae,H_g__unclassified_f__Enterobacteriaceae,H_g__Brachybacterium,H_g__Chryseobacterium,H_g__Psychrobacter,H_g__Bacillus,H_g__norank_f__Caulobacteraceae,H_g__Rhodococcus,H_g__Fusobacterium,H_g__Burkholderia-Caballeronia-Paraburkholderia,H_g__Brevibacterium,H_g__Mobiluncus,H_g__unclassified_f__Dermacoccaceae,H_g__Pantoea,H_g__Dermabacter,H_g__Kytococcus,H_g__unclassified_o__Enterobacterales,H_g__Aerococcus,H_g__unclassified_f__Intrasporangiaceae,H_g__Luteimonas,H_g__Ezakiella,H_g__Leptotrichia,H_g__norank_f__Weeksellaceae,H_g__unclassified_f__Rhizobiaceae,H_g__Escherichia-Shigella,H_g__Peptostreptococcus,H_g__unclassified_f__Rhodobacteraceae,H_g__unclassified_f__Sphingomonadaceae,H_g__Ornithinimicrobium,H_g__Mesorhizobium,H_g__Anoxybacillus,H_g__norank_f__Mitochondria,H_g__Weissella,H_g__unclassified_f__Comamonadaceae,H_g__Murdochiella,H_g__Enterobacter,H_g__Skermanella,H_g__Flavobacterium,H_g__norank_f__JG30-KF-CM45,H_g__norank_f__Rhizobiaceae,H_g__Dialister,H_g__Aeromonas,H_g__Amaricoccus,H_g__Serratia,H_g__Romboutsia,H_g__Rubellimicrobium,H_g__norank_f__norank_o__SBR1031,H_g__Exiguobacterium,H_g__unclassified_p__Proteobacteria,H_g__Varibaculum,H_g__unclassified_k__norank_d__Bacteria,H_g__Alloprevotella,H_g__Aliterella,H_g__Arthrobacter,H_g__Pseudoxanthomonas,H_g__unclassified_f__Lachnospiraceae,H_g__Sphingopyxis,H_g__Alishewanella,H_g__Abiotrophia,H_g__Truepera,H_g__Ottowia,H_g__norank_f__Muribaculaceae,H_g__Niabella,H_g__Chroococcidiopsis_PCC_7203,H_g__Pedobacter,H_g__unclassified_c__Parcubacteria
12H_14,14,0.666577341,0.026916778,0.010689296,0.179157362,0.002173589,0.001339884,0.00148876,0.001846062,0.000982582,0.098764329,0,0,0.00223314,0.001250558,0.000208426,0,0.000119101,0.000178651,0.000476403,0,0.000238202,0.000297752,0.000416853,0.000506178,0,0,0,0,0.000297752,0.000148876,0,0,0.000178651,0.000208426,0.000119101,0.000952806,0,0,0,0,0,0,0.000119101,0,0,0,0,0,0,8.93E-05,0,0,0.000148876,2.98E-05,0,0,0,0,0,0,0,0,5.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96E-05,0,0,0.000208426,0,8.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258716689,0.135298496,0.125174929,0.131129969,0.013011761,0.024445437,0.009140986,0.013339288,0.04147685,0.050349859,0,0.002352241,0.04606223,0.003066845,0.003692124,0.022986452,0.000387078,0.001518535,0.004823582,0.003066845,0.004406729,0.016227483,0.001667411,0.007741551,0,0,0,0.003870776,0.001399434,0.000297752,0.001846062,0.001071907,0.006639869,0.001250558,0.002828644,0.0037219,0.001250558,5.96E-05,0.000923031,0.001191008,0.000565729,0,0.000446628,0.000476403,0.000267977,0.000655054,0.000774155,0.000208426,0,0.000178651,0.000208426,0,0.001220783,0.00068483,0.00446628,0,0.00303707,0,0.001101682,0.000148876,0,0.001756737,8.93E-05,0,0.000178651,0.00154831,0,0,0,0.000476403,0.003483698,0.000238202,0,0,0,5.96E-05,0,0.000416853,0.000923031,0,0.000357302,0.000535954,8.93E-05,0,0.000119101,0.000416853,0.000178651,8.93E-05,0,8.93E-05,0,0,0,0.000297752,0.000178651,0.000952806,0,0,0,0,0.000148876,0,0,0,0,0,0,0,0.000208426,0
12H_15,15,0.305523299,0.107280036,0.321065952,0.020812863,0.006431443,0.048057168,0.004168528,0.009200536,0.041387524,0.008813458,0,0.003424148,0.02938812,0.002382016,0.00229269,0.005389311,0.000595504,0.000833706,0.005508411,0.016644335,0.006401667,0.015334227,0.001339884,0.000178651,0,0,0,0.008069078,0.000238202,0,0.000625279,0.000148876,0.000416853,0.001071907,0.000774155,0.000208426,0.000119101,0.002620217,0.000625279,0,0.000982582,0,0,8.93E-05,0,0,0,0,0,0.000178651,5.96E-05,0.000148876,0.000506178,5.96E-05,0.000119101,0.007056722,0.000119101,0,0.000774155,0,0,0.002173589,0,0,0,0,0,0.000148876,0,0.000357302,0,0.000148876,0,0.000327527,0,0,0,0,0,0,0,0.00080393,0,0,0,0,0,0,0.001012357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355992258,0.021795444,0.300669942,0.005359536,0.001518535,0.020604437,0.011731428,0.020008933,0.050677386,0.005776388,0,0.003305047,0.034628554,0.000595504,0.000506178,0.038945958,0.004138752,0.000208426,0.001518535,0.019532529,0.021974096,0.006312342,0.000446628,0.000267977,0,0,0,0.00905166,0.000476403,0,0.002739318,0,0.000267977,0,0.000655054,0.000833706,0.000535954,0.006401667,0.000416853,0,0.005448861,0,0,0.000267977,0,0.000178651,0,5.96E-05,0,0.000357302,0,0.000208426,0.000267977,5.96E-05,0.000119101,0.017537591,0.000208426,0,0.000923031,0,0,0.004108977,0,0,0,0.000119101,0,5.96E-05,0.000119101,8.93E-05,8.93E-05,0,0,0,0,0,0,5.96E-05,0,0,0,0.004168528,0,0,0,0,0,0,0.000267977,0.000178651,0,0,0.000327527,0,0,0,0,0,0,2.98E-05,0,0,0,0,0,0,0,0,0,0
24H_1,1,0.395384844,0.291916034,0.05139199,0.112580021,0.026291499,0.007354474,0.014113444,0.021319041,0,0.009885365,0.002054489,0.000923031,0,0.009557838,0.022390948,0.000387078,0,0.001905613,0.001458985,0,0,0.001607861,0.006252791,0,0,0,0,0,0,0,0.001191008,0.00080393,0.002947745,0.002382016,0,0,0.000476403,0,0,0,0.000267977,0,0.000863481,0.000119101,0.001875837,0,0,0,0,0.000387078,0.001101682,0,0,0.000506178,0,0,0,0.000625279,0,0.000119101,0,0,0,0,0,0,0,0.000506178,0,0,0,0.000327527,0,0.000208426,8.93E-05,0,0,0,0,0,0,0,0,0,0,0.000148876,0.000238202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169837725,0.493970523,0.016793211,0.04680661,0.035938663,0.016316808,0.022778026,0.024981391,0.000506178,0.015691529,0.001578085,0.005419086,0.000565729,0.012535358,0.008337055,0.001875837,0.001578085,0.006699419,0.004138752,0.000387078,0.00521066,0.00297752,0.009944916,0.000952806,0.000714605,0,0.001875837,0,0.001101682,0.000625279,0.001161233,0.001280333,0.00303707,0.007235373,0.000714605,0,0.003751675,0,0.000535954,0,0,0,0.000952806,0.000833706,0,0.003096621,0.000446628,0.001875837,0,0.002114039,0.000982582,8.93E-05,0.00080393,0.001101682,0,0,0,0.005567962,0,0.001071907,0.001012357,0,0,0.000595504,0,0.002560667,0,0.001339884,0,0,0,8.93E-05,0,0.000357302,0,0.000178651,0.000774155,0,0,0.002590442,0.000238202,0,0,0,0.000148876,0.000833706,8.93E-05,0.000446628,0,0,0,0.000119101,0,0,0,0.000119101,0,0,0.000446628,0,0.000297752,0,0,0,0,0,0,0,0.000119101,2.98E-05
24H_2,2,0.645704928,0.06416555,0.033318446,0.154265297,0.004615156,0.00905166,0.003424148,0.004287628,0.000119101,0.002173589,0,0,0,0.001905613,0.000863481,0.000952806,0,0.00080393,0.00148876,0,0.000476403,0.004079202,0.001607861,0.003305047,0.04073247,0,0,0,0.001012357,0.001042132,0.003245497,0.000476403,0.001994938,0.000774155,0.003960101,0,0.000267977,0,0.000178651,0,0,0,0,0.00068483,0.001101682,0,0,0,0,0,0.000208426,0,0.001161233,0.000387078,0,0,0,0,0,0,0,0,0,0,0,5.96E-05,0,0,0,0,0.000178651,0,0,0,0,0.000565729,0,0,0,0,0,0,5.96E-05,0,0,0.000357302,0,0,0,0.000119101,0,0,0,0,8.93E-05,0,0,0.000119101,0,0,0,0,0,0,0,0,0,0.000119101,0,0,0.094625577,0.438677981,0.029060593,0.104927795,0.051689742,0.013458389,0.036325741,0.047521215,0.002024713,0.005508411,0.000267977,0.00303707,0.002441566,0.016495459,0.011731428,0.000833706,0.000625279,0.007384249,0.001220783,0.000506178,0.001012357,0.004347179,0.013220188,0.002530892,0.001816287,0,0,0,0.000357302,0.025785321,0.000416853,0.003126396,0.002739318,0.004734256,0.002560667,0.00074438,0.002411791,0,0.000655054,0,0.000148876,0,0.001429209,0.000863481,0.003066845,0,0.000119101,0.000208426,0.000446628,5.96E-05,0.001250558,0.000774155,0,0.001786512,0.000119101,0,0.000655054,0.00080393,0,0.000238202,0,0.000535954,0.001458985,0,0,0.000297752,0,0.001310109,0,8.93E-05,0.000297752,0.000625279,0,0.000982582,0.000148876,0.005419086,0.000119101,0.00068483,0,0,0,0.000416853,0,0,0.000506178,0,0,0.000595504,0.000476403,0.002262915,0,0,0,0,0,0,0,0,0.000327527,0,0,0,0.000357302,0.000297752,0,0,0,0,0,0
24H_3,3,0.320857526,0.367872562,0.010748846,0.004853357,0.023343755,0.012178056,0.017031413,0.025636445,0.009349412,0.003066845,0,0.043442013,0.006937621,0.009647164,0.004198303,0.005567962,0.000297752,0.001756737,0.000863481,0.003364597,0.039124609,0.003513473,0.005180884,0.001250558,0.015155575,0,0.001250558,0.001607861,0.000178651,0.000923031,0.001012357,0.001607861,0.00229269,0.003334822,0.000535954,0.000178651,0.001816287,0.000238202,0.000148876,0,0.003066845,0,0.000416853,0.000387078,0.002173589,0.000208426,0.014232544,0.000357302,0,0.000238202,0.001429209,0,0,0.000893256,0,0,0.004317404,0,0,0,0,0,0.000446628,0,0,0.000297752,0,0.000416853,2.98E-05,0,0,0.000387078,0,0.000238202,0,0.000238202,0.000238202,0.000238202,0,0,0,0.000119101,0,0.000863481,0.002411791,0.000148876,0,0,0,0.000565729,0,0,2.98E-05,0,0,0.000238202,0,0.000119101,0,0,0,0,0,0,0,0,0,0,0,0,0.270864969,0.302694655,0.033794849,0.007949978,0.027571833,0.052553223,0.014708947,0.028911717,0.008039303,0.004555605,0,0.042935834,0.0075629,0.01134435,0.005984815,0.018013994,0.000416853,0.003305047,0.004257853,0.004496055,0.011463451,0.025368468,0.005716838,0.003007295,0.00985559,0,0.001161233,0.000952806,0.005627512,0.001012357,0.003364597,0.001191008,0.001697186,0.001965163,0.00303707,0.000297752,0.001250558,0.000178651,0.002709543,0,0.004406729,0,0.000238202,0.000208426,0.003245497,0.000714605,0.003334822,0,0,0.001399434,0.000327527,8.93E-05,0.001607861,0.000416853,0.000178651,0,0.020544886,0.005478636,8.93E-05,0.000357302,0,0,0.000446628,0,0,0.000952806,0,0.000148876,0,0.000714605,0,0,0.000208426,0,5.96E-05,0.000238202,5.96E-05,0,0,0.001042132,0,0,0,0,0.000267977,0.000506178,0.000148876,0,0,0.000208426,0,0,0,0,0.000208426,8.93E-05,0,0.000297752,0.000208426,0,0,0,0,0,0,0,0,0,0,0
24H_4,4,0.703439035,0.10340926,0.047134137,0.035015632,0.007949978,0.027750484,0.005746613,0.010361769,0.000506178,0.000238202,0,0.006401667,0.015483103,0.003662349,0.00303707,0.000119101,0.000297752,0.001012357,0.001518535,0.001965163,0.001101682,0.001667411,0.002173589,0.000893256,0.001667411,0,0.000148876,0.000982582,0,0.000119101,0.000267977,0,0.000655054,0.001161233,0,0.000297752,0.000178651,0,0.000476403,0,0,0.000387078,0,0,0.000148876,0,0.00068483,5.96E-05,0,0.000267977,0.000119101,5.96E-05,0.000208426,0.000476403,0,0.000446628,0,0,0,0.000863481,0,0,0.000148876,0.000148876,0,0,0,0,0,0.00148876,0,0,0,0.000208426,0,0,0.001071907,5.96E-05,0,0,0,0,0,0,8.93E-05,0,0,0,5.96E-05,0,0.000446628,0,0,0.000148876,5.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07476552,0.384665773,0.023492631,0.011939854,0.030728004,0.050111657,0.052434122,0.023909483,0.000655054,0.001161233,0.000148876,0.122912014,0.019115677,0.014708947,0.007890427,0.006103915,0.002917969,0.003960101,0.005299985,0.002888194,0.005032008,0.007146047,0.008694358,0.002143814,0.009676939,0,0.031174632,0.001339884,0.00527021,0.000774155,0.003453923,0.001339884,0.001578085,0.001220783,0.000714605,0.000506178,0.002382016,0.000387078,0,0,0,0,0,0,0.001786512,0,0.001578085,0.001965163,0,0.001101682,0.002352241,0.00607414,0.001071907,0.000476403,0.000238202,0,0,0,0,0.001518535,0,0.000178651,0.000119101,2.98E-05,0,0.000119101,0,0.000893256,0,0.004853357,0.001846062,0.000357302,0.000119101,0.000446628,0,0,0.000982582,0.001875837,0.000148876,0.000476403,0.001369659,0,0,0,0,0.000119101,0.001726961,0,0,0.000208426,0.000923031,0.000535954,0,0,0,0.000625279,0,0,0.002382016,0,0,0,0,0.000119101,0,0,0,0,0,0
24H_5,5,0.111299687,0.390918565,0.024058359,0.175018609,0.023224654,0.016793211,0.017388715,0.01810332,0.000714605,0.003513473,0,0.00607414,0.000297752,0.010629745,0.004823582,0.011463451,0.00532976,0.003989876,0.00297752,0.041149323,0.009200536,0.001518535,0.005002233,0.000387078,0,0,0.005955039,5.96E-05,0.000982582,0.000774155,0,0.000952806,0.002114039,0.003007295,0.000446628,0,0.002024713,0,8.93E-05,0,0.000267977,0.000178651,0.000625279,0,0.001846062,0.002411791,0.003245497,0.000952806,0,0.00229269,0.00074438,0.000238202,0,0.000416853,0.001935388,0,0.000714605,0.000327527,0,0.000446628,0.000267977,0.000327527,0.001935388,5.96E-05,0,0,0,0.000446628,0,0,0.002828644,0.002471341,0.002530892,0.000297752,0,0.000952806,0,0.000565729,0,0.000119101,0.000833706,0,0.000446628,5.96E-05,0,0,0.000774155,0,0.000387078,0.003870776,0,0,0,0,0,0,0.002530892,0,0.000208426,0,0.000714605,0,0,0.000714605,0,0,0,0.001012357,0,0,0.086526723,0.289921096,0.018490397,0.012118505,0.022122972,0.230966205,0.008009528,0.020008933,0.000357302,0.003066845,0.000297752,0.003602799,0.00068483,0.010064017,0.005091559,0.008932559,0.000565729,0.00229269,0.09956826,0.041744827,0.003841,0.006103915,0.005299985,0.003841,8.93E-05,0.000774155,0.006282567,0,0.003692124,0.000774155,0.001191008,0.001637636,0.002173589,0.002590442,0.009200536,0.000357302,0.002262915,0.000535954,0.00154831,0,0.000506178,0,0,0.000267977,0.000238202,0.000208426,0.004615156,0.004198303,0,0.000357302,0.000833706,0,0.000714605,0.000893256,0.002769093,0,0.000535954,0,0,0.000655054,0.00074438,0,0.000655054,0,0,0.000506178,0,0.001458985,0.000178651,0,0.000357302,0,0,0.000565729,0.002322465,0.000208426,0.000178651,0,0,0,0,0.00148876,0,0.01729939,0,0.00154831,0,0,0,0,0.000178651,0,0,0,0,0,5.96E-05,0,0.000178651,0.000565729,0.000148876,0,0.000625279,0,0,0,0,0,0.000208426,0
24H_6,6,0.034866756,0.452225696,0.005925264,0.331040643,0.021527468,0.006699419,0.027661158,0.027780259,0,0.028494864,0,0.00074438,0,0.014560071,0.006669644,0.000297752,0,0.003066845,0,2.98E-05,0.000327527,0.000952806,0.007026947,0.001220783,0.000387078,0,0,0,0.000625279,0.000923031,0,0.000893256,0.001994938,0.002917969,0.000387078,0.000357302,0.001726961,0,0,0,0.000178651,0,0.000267977,0.000387078,0,0.000476403,0,5.96E-05,0,0.001339884,0.001280333,0,0.000535954,0.000297752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000506178,0,0,0,0.000267977,0,0.00074438,0,0.000327527,0,0,0,0,0,0,0,0,0.000297752,0,0,0,0,0,0,0,8.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022033646,0.619413429,0.007979753,0.013071312,0.057644782,0.000774155,0.048176269,0.061217806,0,0.008962334,0,0.00229269,0,0.024266786,0.012326932,0.001905613,0.001935388,0.005627512,0,0.003811225,0.011671877,0.000893256,0.020842638,0.002054489,0,0,0,0.000595504,0.000595504,0.000208426,0.000357302,0.004108977,0.007860652,0.005299985,0,0,0.001131457,0,0,0,0,0,0.000595504,0.004734256,0.003900551,0.000327527,0.000267977,0.000565729,0,0.008724133,0.002262915,0,0,0.00458538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001042132,0,0.000387078,0,0.001131457,0,0,0,0,0,0,0,0,0,0,0.001071907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00080393,0,0,0,0,0,0
24H_7,7,0.051868394,0.568974244,0.018073545,0.038201578,0.051808843,0.043263362,0.019681405,0.036742593,0,0.008545482,0,0.00074438,0,0.015959506,0.020008933,0.004168528,0.003424148,0.008217954,0.00378145,0.000178651,0,0.000178651,0.006371892,0.019264553,0,0,0,0,0.000267977,0.001042132,0.002590442,0.001786512,0.003483698,0.004436504,0,0.000655054,0.000446628,0,0,0,0.000506178,0,0.00074438,0,0.000625279,0.002798869,0,0,0,0,0.00303707,0,0.000357302,0.001071907,0,0.000416853,0,0,0,0.000476403,0,0,0,0,0,0,0,0.000952806,0,0.001250558,0,0.001518535,0,0.002203365,0.000625279,0,0,0.000506178,0,0,0,0,0,0,0,0,0,0,0,0.004108977,0,0,0,0,0,0,0.009438738,0,0,0,0,0,0,0.001697186,0,0,0,0,0,0,0.556051809,0.235581361,0.004644931,0.003960101,0.032127438,0.028256662,0.007294923,0.019502754,0,0.001101682,0,0.001399434,0.000267977,0.010064017,0.005121334,0.000148876,8.93E-05,0.002054489,0.004079202,0.000387078,0.001339884,0.002173589,0.003424148,0.010748846,0.000774155,0,0,0,0.001071907,0.000535954,0.000774155,0.002560667,0.001310109,0.002024713,0,0.001250558,0.000476403,0.000327527,0.000535954,0,0.000119101,0,0.000476403,0,0.00148876,0.000446628,0,0,0,0.001429209,0.000476403,0.000148876,0.000476403,0.000297752,0,0,0,0,0,0,0.000416853,0.01054042,0.000357302,0,0,0,0,0,0,0,0,0,0,0.00074438,0.000565729,0,8.93E-05,0,0,0,5.96E-05,0.000506178,0,0,0,0,0,0,0.000387078,0.000535954,0,0,0,0,8.93E-05,0,0,0,0,0.000952806,0.000387078,0,0,0,0,0,0,0,0,0
24H_8,8,0.110376656,0.246836385,0.024832515,0.055232991,0.020455561,0.006431443,0.007354474,0.021706119,0.005746613,0.005567962,0.292213786,0.000833706,0.002262915,0.006282567,0.005299985,0.000119101,0.000357302,0.003275272,0.000625279,0.000297752,0.004168528,0.00607414,0.003751675,0.000178651,0,0.119100789,0.000535954,0.000625279,0.000208426,0.000387078,0,0.001369659,0.001042132,0.003870776,0.00080393,0.00080393,0.000655054,0.000178651,0.001667411,0,8.93E-05,0,0.000476403,0.000714605,0.001131457,0,0,0.000208426,0,0.002173589,0.000267977,0,0.001518535,0.000982582,0,0,0,0,0.000655054,0,0,0,0,0.000297752,0,0.000476403,0,0.001220783,0.000357302,0.000476403,0,0,0,0,0,0.000446628,0,0,0,0,0.00080393,0,0,0,0,0,0,0,0.000148876,0,0.001101682,8.93E-05,0,0,0,0,0,0.000238202,0,0,0,0,0,0.000625279,0,0,0,0.000119101,0,0,0.450945363,0.168765818,0.210897722,0.005359536,0.014440971,0.001637636,0.008337055,0.010451094,0.020128033,0.001071907,0.003066845,0.010838172,0.008217954,0.00607414,0.003662349,0.002709543,0.000238202,0.001369659,0.000148876,0.001905613,0.011106149,0.000893256,0.003662349,5.96E-05,5.96E-05,0.002798869,0,0.005121334,0.000148876,0.00229269,0,0.000506178,0.005806163,0.00229269,0,0.000446628,0.00074438,8.93E-05,0.000595504,0.000357302,0.000535954,0,0.00452583,0.000565729,0.000387078,0,0.000982582,0.000535954,0,0.000357302,0.000327527,8.93E-05,0.000267977,2.98E-05,0.000357302,0,0.000357302,0,0.000893256,0.000952806,0,0.000238202,8.93E-05,0,0.000119101,0.000119101,0,8.93E-05,0,0.000327527,0.000387078,0.000863481,0,0,0.001786512,0.000208426,0.000178651,0.000178651,0.000119101,0,0.002382016,0,5.96E-05,0,0,8.93E-05,0,0,0.000267977,0.000148876,0,8.93E-05,0,0,0,0.000148876,0,0,0,5.96E-05,0,0,0,0,0,0,0,0,0,0
24H_9,9,0.764507965,0.13818669,0.033884174,0.001965163,0.007205598,0.000714605,0.003543248,0.013905017,0,0.000714605,0.005151109,0.001905613,0.000208426,0.003573024,0.001399434,0.000446628,0.002471341,0.001429209,0.001846062,0.000357302,0.001339884,0,0.001756737,0,0,0,0,0,0,0.001429209,0,0.000238202,0.000655054,0.001786512,0,0,0.000387078,0,0.000148876,0,0.000387078,0,0.000327527,0.000119101,0,0,0,0,0,0,0.002262915,0,0,0,0,0,0,0.000178651,0,0,0,0,5.96E-05,0,0,0,0,0.000387078,0,0,0,0,0,0,0,0.000119101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000238202,0,0.000565729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341134435,0.156379336,0.200714605,0.002739318,0.008783683,0.050766711,0.003513473,0.008843234,0.003960101,0.00303707,0.013756141,0.021229716,0.007592675,0.003245497,0.001280333,0.003989876,0.011939854,0.00154831,0.03242519,0.005180884,0.011225249,0.006967396,0.002054489,0.024504987,0,0,0,0.000267977,0.001191008,0.00080393,0.001280333,0.000595504,0.001191008,0.001726961,0.005955039,0.012356707,0.000565729,0.000565729,0.000446628,0.000387078,0.001905613,0,0.000416853,0.000119101,8.93E-05,0.000595504,0.000297752,0.001280333,0,0,0.004436504,0.000238202,0.007592675,0.000387078,0.001310109,0.000446628,0.000178651,0,0.003126396,0,0,0.000208426,0.001399434,0,0,0.001965163,0,0.000327527,0,0.000565729,0.000238202,0.000387078,0,0,0,0,0,0.000148876,0,0,0,0.00068483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93E-05,0,0,0,0,0,0,0,0,0,0,0
24H_10,10,0.632544291,0.056453774,0.059133542,0.095697484,0.00532976,0.01432187,0.003424148,0.00601459,0.000833706,0.039839214,0.037040345,0.002054489,0.000327527,0.001965163,0.00154831,0.001578085,0.000565729,0.000238202,0.003960101,0.006669644,0.001846062,0.008873009,0.001458985,0.001220783,0,0,0,0.001518535,0.000893256,0,0.000148876,0.000565729,0.000208426,0.00074438,0.000148876,0.000297752,0,0.000119101,0.002917969,0,8.93E-05,0.000327527,0.000238202,0,0,0,0,0,0,0,0.000416853,0,0.000446628,0.000327527,0,0,0,0,0.000327527,0.000506178,0,5.96E-05,0,0,0,0,0.001697186,0,0,0.000535954,8.93E-05,0,5.96E-05,5.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126127736,0.15176418,0.114723835,0.006133691,0.008664582,0.011761203,0.008575257,0.0151258,0.003841,0.005567962,0.007592675,0.008962334,0.000327527,0.004555605,0.001191008,0.032871818,0.227393181,0.002560667,0.00154831,0.126514813,0.02492184,0.003513473,0.002382016,0.003900551,5.96E-05,0,0.000238202,0.000297752,0.00068483,0,0.000506178,0.000238202,0.000565729,0.001369659,0.000238202,0.000238202,0.000416853,8.93E-05,0.002322465,0.000387078,0.000506178,0.012565133,0,0,0.000148876,0.000357302,0.005419086,0.001994938,0,0,0.000506178,0.000327527,0.000387078,0.000267977,0.002382016,0,0,0,0.00074438,0.009200536,0,0.000535954,0.003156171,0.002947745,8.93E-05,0.000923031,0.013190412,0.001071907,0,0,0,0.000446628,0.003066845,0.000714605,0,0,2.98E-05,0,2.98E-05,0,0,5.96E-05,0.001637636,0,0,0,0.000595504,0,0,0,0,0.000506178,0,0,0,0.000297752,0,0,0,0,0.000774155,0,0,0.000387078,0.000178651,0,0.000446628,0,0,0
