sample,class,F_g__Staphylococcus,F_g__Acinetobacter,F_g__Corynebacterium,F_g__Cutibacterium,F_g__Pseudomonas,F_g__Streptococcus,F_g__Sphingomonas,F_g__Brevundimonas,F_g__Anaerococcus,F_g__Lawsonella,F_g__norank_f__Neisseriaceae,F_g__Kocuria,F_g__Finegoldia,F_g__Bradyrhizobium,F_g__Pelomonas,F_g__Enhydrobacter,F_g__Deinococcus,F_g__Stenotrophomonas,F_g__Rothia,F_g__Micrococcus,F_g__Paracoccus,F_g__Actinomyces,F_g__Phyllobacterium,F_g__Haemophilus,F_g__Lactobacillus,F_g__Actinotignum,F_g__Gordonia,F_g__Peptoniphilus,F_g__Veillonella,F_g__norank_f__norank_o__Chloroplast,F_g__Prevotella,F_g__Aquabacterium,F_g__Methylobacterium-Methylorubrum,F_g__Delftia,F_g__Granulicatella,F_g__Neisseria,F_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,F_g__Porphyromonas,F_g__Gemella,F_g__Eremococcus,F_g__Roseomonas,F_g__Piscicoccus,F_g__Acidovorax,F_g__Devosia,F_g__unclassified_f__Xanthobacteraceae,F_g__unclassified_f__Enterobacteriaceae,F_g__Brachybacterium,F_g__Chryseobacterium,F_g__Psychrobacter,F_g__Bacillus,F_g__norank_f__Caulobacteraceae,F_g__Rhodococcus,F_g__Fusobacterium,F_g__Burkholderia-Caballeronia-Paraburkholderia,F_g__Brevibacterium,F_g__Mobiluncus,F_g__unclassified_f__Dermacoccaceae,F_g__Pantoea,F_g__Dermabacter,F_g__Kytococcus,F_g__unclassified_o__Enterobacterales,F_g__Aerococcus,F_g__unclassified_f__Intrasporangiaceae,F_g__Luteimonas,F_g__Ezakiella,F_g__Leptotrichia,F_g__norank_f__Weeksellaceae,F_g__unclassified_f__Rhizobiaceae,F_g__Escherichia-Shigella,F_g__Peptostreptococcus,F_g__unclassified_f__Rhodobacteraceae,F_g__unclassified_f__Sphingomonadaceae,F_g__Ornithinimicrobium,F_g__Mesorhizobium,F_g__Anoxybacillus,F_g__norank_f__Mitochondria,F_g__Weissella,F_g__unclassified_f__Comamonadaceae,F_g__Murdochiella,F_g__Enterobacter,F_g__Skermanella,F_g__Flavobacterium,F_g__norank_f__JG30-KF-CM45,F_g__norank_f__Rhizobiaceae,F_g__Dialister,F_g__Aeromonas,F_g__Amaricoccus,F_g__Serratia,F_g__Romboutsia,F_g__Rubellimicrobium,F_g__norank_f__norank_o__SBR1031,F_g__Exiguobacterium,F_g__unclassified_p__Proteobacteria,F_g__Varibaculum,F_g__unclassified_k__norank_d__Bacteria,F_g__Alloprevotella,F_g__Aliterella,F_g__Arthrobacter,F_g__Pseudoxanthomonas,F_g__unclassified_f__Lachnospiraceae,F_g__Sphingopyxis,F_g__Alishewanella,F_g__Abiotrophia,F_g__Truepera,F_g__Ottowia,F_g__norank_f__Muribaculaceae,F_g__Niabella,F_g__Chroococcidiopsis_PCC_7203,F_g__Pedobacter,F_g__unclassified_c__Parcubacteria,H_g__Staphylococcus,H_g__Acinetobacter,H_g__Corynebacterium,H_g__Cutibacterium,H_g__Pseudomonas,H_g__Streptococcus,H_g__Sphingomonas,H_g__Brevundimonas,H_g__Anaerococcus,H_g__Lawsonella,H_g__norank_f__Neisseriaceae,H_g__Kocuria,H_g__Finegoldia,H_g__Bradyrhizobium,H_g__Pelomonas,H_g__Enhydrobacter,H_g__Deinococcus,H_g__Stenotrophomonas,H_g__Rothia,H_g__Micrococcus,H_g__Paracoccus,H_g__Actinomyces,H_g__Phyllobacterium,H_g__Haemophilus,H_g__Lactobacillus,H_g__Actinotignum,H_g__Gordonia,H_g__Peptoniphilus,H_g__Veillonella,H_g__norank_f__norank_o__Chloroplast,H_g__Prevotella,H_g__Aquabacterium,H_g__Methylobacterium-Methylorubrum,H_g__Delftia,H_g__Granulicatella,H_g__Neisseria,H_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,H_g__Porphyromonas,H_g__Gemella,H_g__Eremococcus,H_g__Roseomonas,H_g__Piscicoccus,H_g__Acidovorax,H_g__Devosia,H_g__unclassified_f__Xanthobacteraceae,H_g__unclassified_f__Enterobacteriaceae,H_g__Brachybacterium,H_g__Chryseobacterium,H_g__Psychrobacter,H_g__Bacillus,H_g__norank_f__Caulobacteraceae,H_g__Rhodococcus,H_g__Fusobacterium,H_g__Burkholderia-Caballeronia-Paraburkholderia,H_g__Brevibacterium,H_g__Mobiluncus,H_g__unclassified_f__Dermacoccaceae,H_g__Pantoea,H_g__Dermabacter,H_g__Kytococcus,H_g__unclassified_o__Enterobacterales,H_g__Aerococcus,H_g__unclassified_f__Intrasporangiaceae,H_g__Luteimonas,H_g__Ezakiella,H_g__Leptotrichia,H_g__norank_f__Weeksellaceae,H_g__unclassified_f__Rhizobiaceae,H_g__Escherichia-Shigella,H_g__Peptostreptococcus,H_g__unclassified_f__Rhodobacteraceae,H_g__unclassified_f__Sphingomonadaceae,H_g__Ornithinimicrobium,H_g__Mesorhizobium,H_g__Anoxybacillus,H_g__norank_f__Mitochondria,H_g__Weissella,H_g__unclassified_f__Comamonadaceae,H_g__Murdochiella,H_g__Enterobacter,H_g__Skermanella,H_g__Flavobacterium,H_g__norank_f__JG30-KF-CM45,H_g__norank_f__Rhizobiaceae,H_g__Dialister,H_g__Aeromonas,H_g__Amaricoccus,H_g__Serratia,H_g__Romboutsia,H_g__Rubellimicrobium,H_g__norank_f__norank_o__SBR1031,H_g__Exiguobacterium,H_g__unclassified_p__Proteobacteria,H_g__Varibaculum,H_g__unclassified_k__norank_d__Bacteria,H_g__Alloprevotella,H_g__Aliterella,H_g__Arthrobacter,H_g__Pseudoxanthomonas,H_g__unclassified_f__Lachnospiraceae,H_g__Sphingopyxis,H_g__Alishewanella,H_g__Abiotrophia,H_g__Truepera,H_g__Ottowia,H_g__norank_f__Muribaculaceae,H_g__Niabella,H_g__Chroococcidiopsis_PCC_7203,H_g__Pedobacter,H_g__unclassified_c__Parcubacteria
4_3,3,0.284769987,0.170343904,0.008932559,0.00297752,0.149292839,0.023849933,0.029685872,0.033437547,0.003841,0.005776388,0,0.051927944,0.001578085,0.01587018,0.020693762,0.007354474,0.000863481,0.024892065,0.002054489,0.00154831,0.005984815,0.008426381,0.007116272,0.000982582,0.0037219,0,0.00068483,0.000446628,0.004108977,0.000327527,0.000774155,0.005955039,0.002649993,0.001637636,0.001816287,0.000446628,0.006103915,0.000714605,0,0,0.004079202,0,0.000982582,0.007116272,0.006520768,0.000655054,0.002143814,0,0.00068483,0.001756737,0.001250558,0,0.006282567,0.00223314,0.000387078,0.000148876,0.001280333,0,0.000506178,0.00068483,0,0.000357302,0.000119101,0,0,0.001310109,0,5.96E-05,0.001161233,0.000119101,0,0.000446628,0,0,0,0,0,0,0,0,5.96E-05,0,0,0.005151109,8.93E-05,2.98E-05,0,0,0,0,0,0,0,0,0.003751675,0,0,0,0,0.001875837,0,0,0,0,0,0.001578085,0,0,0,0,0.14408218,0.122554712,0.016227483,0.004108977,0.108947447,0.159535507,0.012505583,0.017984219,0.003334822,0.006610094,0,0.015364002,0.001399434,0.010272443,0.015215126,0.063570046,0.000476403,0.016227483,0.009915141,0.002947745,0.012684234,0.034301027,0.00532976,0.005419086,0.020515111,0,0.000208426,0.001458985,0.046211106,0.001726961,0.01054042,0.007533125,0.001310109,0.000625279,0.013101087,0.001131457,0.007026947,0.000238202,0.003275272,0,0.002382016,0,0.001339884,0.003275272,0.000119101,0.008337055,0.002798869,0,0,0.002143814,0.000476403,0.000506178,0.004019652,0.001131457,0.000148876,2.98E-05,0.003513473,8.93E-05,0.000982582,0.000148876,0,0.000178651,0.000357302,0,0,0.005865714,0,5.96E-05,0,0.002114039,0.000387078,0.000238202,0.000119101,0.00154831,0,0.001042132,0.000148876,0.000446628,0,0,0,0,0.000208426,0.001310109,0.000238202,0.003334822,0,0,0.000148876,0.000178651,0,0.000178651,0.000119101,0.000148876,8.93E-05,0.001458985,0.000119101,0,0.000178651,0.000357302,0.000119101,0,0,0,0,0,0,0.000238202,0,0
1_4,4,0.616733661,0.047521215,0.060860503,0.03992854,0.027542057,0.034420128,0.007979753,0.005180884,0.001816287,0.001042132,0,0.014470746,0.053922882,0.006461218,0.005776388,0.000833706,0.000416853,0.004674706,0.002739318,0.003662349,0.003424148,0.004079202,0.002054489,8.93E-05,0.011165699,0,0.000178651,0.002530892,0.000267977,0.000357302,0.001250558,0.00080393,0.000178651,0.000148876,0,0,0.000297752,0,0.000923031,0,0.000178651,0.000148876,0.00223314,0.000863481,2.98E-05,0,0.004317404,0,0,0.000535954,0.000297752,0.000238202,0,0.000476403,0,0.001518535,0.000208426,0,0,0.001905613,0,0.000208426,0.000446628,0,0.000297752,0.000357302,8.93E-05,0.000178651,0,0.00303707,0,0,0,0,0,0.000297752,0.000327527,0,5.96E-05,0,0.000506178,0,0.00068483,0.000119101,0.000208426,0.000148876,0,0,0,0.000267977,0,0.000387078,0,0.000297752,0.000238202,0,0,0.000148876,0,0,0,0,0,0,0,0,0,0,0,0,0.03465833,0.190739914,0.012267381,0.003007295,0.04302516,0.013369064,0.019353878,0.009200536,0.000476403,0.00080393,0,0.261753759,0.005389311,0.00532976,0.003930326,0.010659521,0.001161233,0.010659521,0.003751675,0.001816287,0.028018461,0.001220783,0.003662349,0,0.00378145,0,0.131546821,2.98E-05,0.000565729,0.000178651,0.000357302,0.00229269,0.004079202,0.003126396,0.000238202,0,0.007354474,0,0.000982582,0,0.000119101,0,0.015215126,0.000952806,0,0.000357302,0.001220783,0.009438738,0,0.000327527,0.000714605,0.041744827,0,0.000952806,0.001994938,5.96E-05,0.000238202,0,0,0.000208426,0,0.000119101,0.000565729,0.000535954,0,0,5.96E-05,0.00080393,0,0.000565729,0.015304451,0.003811225,0,0.000208426,0,0.000148876,0.000446628,0.008039303,0,0,0.016912312,0,8.93E-05,0,0,0.00068483,0.007265148,0.000982582,0.000148876,0.000357302,0,0.000506178,0,0,0,0,0,0,0.010064017,0,0,0,0,0,0,0,0,0,0,0
2_4,4,0.493375019,0.0830728,0.060920054,0.04376954,0.037933601,0.076284055,0.028524639,0.005657287,0.003364597,0.002709543,0.000148876,0.004317404,0.040613369,0.005448861,0.004019652,0.001756737,0,0.004615156,0.014798273,0.003066845,0.00068483,0.010480869,0.002798869,0.007830877,0.00446628,0,0.000267977,0.005299985,0.003751675,0.000416853,0.003662349,0.002679768,0.00074438,0.000506178,0.001935388,0.00297752,0.000387078,0.000327527,0.00452583,0,0.000267977,2.98E-05,0.000625279,0.000833706,0,2.98E-05,0.001905613,0,0,0,2.98E-05,2.98E-05,0.001429209,0.000178651,0,0.001607861,0.000208426,0,0.001250558,0.00074438,0,0,0,0,0.001816287,0.001786512,0,0.000297752,0,0.004347179,0,0,0,0.000208426,0,0,0,0.000148876,0.000774155,0,0,0,0,0,0.000387078,0,0,0,0.000267977,0,0,0,0.000148876,0.001012357,0,0.000476403,0,0.000655054,0,0,0,0,0,0,0,0,0,0,0,0,0.152955188,0.043620664,0.071460473,0.010212893,0.03918416,0.104570493,0.016525234,0.008485931,0.002679768,0.000565729,5.96E-05,0.039213935,0.03093643,0.003870776,0.003453923,0.184308471,0.000863481,0.004228078,0.021110615,0.002620217,0.029566771,0.013160637,0.002441566,0.006103915,0.0112848,0,0.045109424,0.005091559,0.00836683,0.000506178,0.00607414,0.002024713,0.000535954,0.000267977,0.001935388,0.002143814,0.040970671,0.000208426,0.006044365,0,0.002024713,0,0.000565729,0.000476403,0.001042132,0.000387078,0.001756737,0.00080393,0,0,0.000476403,0.022331398,0.001518535,0.000208426,0.000208426,0.000357302,0.000327527,0,0,0.001905613,0,8.93E-05,0.000178651,0.000208426,0.000863481,0.000714605,0,0.000655054,0,0.003424148,0.001250558,0.000267977,0,0,0,0,0,0.000863481,0.000595504,0,0.000238202,0,0,0,0.001042132,0.007443799,0.000655054,0,0.000595504,0.000148876,0,0,0,0.000119101,0,0.000476403,0,0.000119101,0.00148876,0.000119101,0,0,0,0,0,0.000178651,0,0,0,0
3_4,4,0.45809141,0.096352538,0.041655501,0.019621855,0.068602054,0.062051511,0.025904422,0.012535358,0.003573024,0.000952806,0,0.00824773,0.08456156,0.010004466,0.011523001,0.000416853,0.001458985,0.011999404,0.00303707,0.002352241,0.001161233,0.005478636,0.006371892,0.000923031,0.003305047,0,0.000535954,0.002679768,0.00068483,0.000267977,0.005151109,0.002798869,0.000535954,0.000327527,0.000506178,0.000297752,0,0,0.000655054,0,0,0,0.000267977,0.001369659,0.000416853,0.000833706,0.002739318,0,0,0,0.001786512,0.000119101,0.000238202,0,0,0,0.000655054,0,0,0.00148876,0,0,0.000178651,0,0.000416853,0,0,0,0,0.018341522,0,0,0,0,0,0,0,0,0,0.002322465,0,0,0,0,0,0,0.000387078,0,0,0,0,0,0.000535954,0,0,0,0,0,0,0.000476403,0,0,0,0,0,0,0,0,0,0,0.150186095,0.11475361,0.026112848,0.020544886,0.06937621,0.09584636,0.01283311,0.009885365,0.0037219,0.00229269,0,0.059222867,0.060771178,0.006252791,0.007265148,0.005567962,0.000625279,0.010421319,0.00762245,0.001250558,0.004853357,0.011731428,0.002173589,0.003841,0.008962334,0,0.095876135,0.003305047,0.002203365,0.002441566,0.005955039,0.001637636,0.00148876,0.001637636,0.001101682,0.00080393,0.001607861,0.000714605,0.004317404,0,0,0,0.000893256,0.001071907,0,0.011582552,0.000655054,0.002620217,0,0,0.000714605,0.039868989,0.000238202,0.000565729,0.001101682,0.000357302,0,0.000446628,0,0.000387078,0,0,0.000178651,0,0,0.001131457,0,0.000476403,0,0.027184755,0.000595504,0.000774155,0,0,5.96E-05,0.001220783,0,0.001726961,0,0.053922882,0.000446628,0.00154831,0,5.96E-05,0.001280333,0.000297752,0.000267977,0,0,0,0,0,0,0,8.93E-05,5.96E-05,0,0.00068483,0.000565729,0,5.96E-05,0,0,0,0,0.000148876,0,0,0,0
4_4,4,0.352359684,0.083727855,0.046717285,0.009647164,0.067738574,0.009081435,0.011433676,0.011880304,0.000446628,0.000833706,0,0.001042132,0.015542653,0.007473575,0.019145452,0.000267977,0,0.013071312,0.001280333,0.000446628,0.000476403,0.000655054,0.005806163,8.93E-05,0.001756737,0,0.00080393,0.000446628,0.000208426,0,0.012207831,0.002590442,0.001637636,0.001012357,0,0.000267977,0.000506178,0,0,0,0.000297752,0,0.000982582,0.003364597,0.001518535,0.000148876,0.000416853,0,0,0.009260086,0.000923031,0.000655054,0,0.001458985,0,0,0,0,0,0,0,0,0.000387078,0,5.96E-05,0,0,0,0.142742296,0.004853357,0,0,0,0.000446628,0,0,0,0.000357302,0,0,8.93E-05,0,0.000416853,0,0.000863481,0,0,0,0.02647015,0.000506178,0.000148876,0.000267977,0,0,0.000387078,5.96E-05,0,0.001786512,0,0.006103915,0,0,0,0,0,0.000446628,0,0,0.000506178,0,0.074140241,0.152329909,0.02343308,0.006401667,0.179097812,0.027839809,0.015453327,0.027244305,0.001458985,0.000535954,0,0.045109424,0.028316213,0.012981986,0.025874646,0.005776388,0.002114039,0.033139795,0.002143814,0.002590442,0.006401667,0.005895489,0.007384249,0.004079202,0.005032008,0,0.146077118,0.005002233,0.00223314,0.002858419,0.001816287,0.004376954,0.00446628,0.000416853,0.000416853,0.002054489,0.000774155,0.00297752,0.002828644,0,0.002173589,0,0.000923031,0.002411791,0.001875837,0,0.00229269,0.008009528,0,0,0.001935388,0.048652672,0.000923031,0.003126396,0.000833706,0,0,0.000357302,0,0.000714605,0,0,0.001846062,0,0,0.000565729,0,0,0,0.008545482,0.000506178,0.00154831,0,0,0,0.000595504,0,0.001578085,0,0,0.001220783,0,0,0,0.000416853,0.000565729,0,0,0.000327527,0.000595504,0,0,0,0,0.000178651,0.000148876,0,5.96E-05,0.001607861,0.000595504,0,0,0,0,0,0.00223314,0,0,0,0
1_5,5,0.067947,0.068185202,0.019264553,0.134941194,0.045466726,0.016138157,0.024475212,0.013130862,0,0.002143814,0,0.003215721,0.000178651,0.006997171,0.007086497,0.005359536,0.000208426,0.008962334,0.00378145,0.009944916,0.013101087,0.002679768,0.002620217,0.001071907,0.346553521,0,0.003305047,0,0.000535954,0.007830877,0.000565729,0.00229269,0.00148876,0.000297752,0.000714605,8.93E-05,0.000119101,0,0.000476403,0,0.000208426,0,0.001161233,0.010510645,0.001935388,0.000357302,0.002590442,0.001101682,0,0.001875837,0.000476403,0.002084264,0.000506178,0.000833706,0.001191008,0,0.000506178,0.000595504,0,0,0.000565729,0,0.00068483,0.000178651,0,0.000535954,0,0.005895489,0.000148876,0,0.002084264,0.016495459,0.000148876,0,0,0.001637636,8.93E-05,0,0,0,0.000327527,0,0.000565729,8.93E-05,0,0,0,0.000119101,0.000148876,0.001429209,0,0,0,0,8.93E-05,0,0,0,5.96E-05,0.000148876,0.02039601,5.96E-05,0,0.000208426,0.000238202,0,0,0,5.96E-05,0,0.066904868,0.094714902,0.021110615,0.057972309,0.05276165,0.373112997,0.019889832,0.009766265,0.000178651,0.003453923,0.000178651,0.003394372,0.000446628,0.005984815,0.006490993,0.005299985,0.000357302,0.009974691,0.139288373,0.019472979,0.004257853,0.007771326,0.004823582,0.002620217,0.000208426,0,0.00446628,0,0.004793807,0,0.000416853,0.001637636,0.000625279,0.000893256,0.0151258,8.93E-05,0.00068483,0,0.001310109,0,0.000238202,0,0.001786512,0.002501117,0.000506178,0.001012357,0.006044365,0.001131457,0,0.000476403,0.000506178,0.000357302,0.001250558,0.000476403,0.003185946,0,0.000416853,0.000238202,0,0.000595504,0,0,0.00074438,0,0,0.000178651,0,0.000952806,0,0.000297752,0,0,0.000178651,0.000565729,0.001578085,0,0.002620217,0,0,0,0,0.000119101,0.000238202,0.00458538,0.000119101,0.000178651,0.000148876,0,0,0.000267977,0,0,0,0,8.93E-05,0,0,0,0.000208426,0,5.96E-05,0,0,0,0,0,0,0,0,0
2_5,5,0.218728599,0.052940301,0.112103618,0.098287926,0.04531785,0.007086497,0.037159446,0.014500521,0.001399434,0.004823582,0,0.00303707,0.000178651,0.008634807,0.007235373,0.002322465,0.000238202,0.009200536,0.00223314,0.005448861,0.000267977,0.000565729,0.002114039,0.001131457,0.028018461,0,0.004138752,0.001280333,8.93E-05,0.01059997,0.011016823,0.002084264,0.002649993,0,0.001369659,0.00074438,0.001101682,0.000774155,0,0,0,0.000148876,0.000625279,0.002054489,0,0.0112848,0.001220783,0,0.000148876,0.002649993,5.96E-05,0.000655054,0.001399434,0,0.000238202,0,8.93E-05,0.00154831,0,0,0,0,0.000178651,0,0.000327527,0,0,0.001012357,0.008098854,0,0.000833706,0.000774155,0.000119101,0.000297752,0,0.004734256,0.001994938,0.000267977,0,0.001131457,0,0.000595504,0.001250558,0.000267977,0.001131457,0,0,0.000625279,0.001131457,0.000446628,0.000416853,0.000208426,0.000982582,0,0.002679768,0.001965163,0,0,0.000267977,0.018281971,0,0,0,0,0,0.020276909,0.000238202,0,0,0,0.193509007,0.087122227,0.109781152,0.002382016,0.064106,0.314991812,0.031144856,0.023522406,0.003960101,0.011612327,0,0.009438738,0.011314575,0.010331993,0.009081435,0.006639869,0.00080393,0.013309513,0.020812863,0.01655501,0.005419086,0.001518535,0.002739318,0.000535954,0.00068483,5.96E-05,0.005955039,0.002203365,0.001875837,0,0.004168528,0.000595504,0.000714605,0.001220783,0.000535954,0,0.000267977,0,0,0,0.000952806,0,0.001250558,0.000416853,0,0,0.000446628,0.001280333,0,0.000267977,0.000416853,0.000178651,0.000148876,0.000387078,0.000148876,0,0.000863481,0,0.000446628,0.000416853,0,0.000267977,0.000535954,0,0,0.000297752,0,0,0,0,0.000208426,0.000297752,0.000148876,0,0,0,0.000208426,0,0,0,0.000178651,0,0,0,0.001518535,0,0,0,0.000327527,0.000327527,0,0,0,0,5.96E-05,0,0,0,0,0.000208426,0,0,0,0,0,0,0,0.000446628,0,0
3_5,5,0.492541313,0.074854846,0.091469406,0.227780259,0.027393181,0.015691529,0.008485931,0.004406729,0.000267977,0.006223016,0,0.00154831,0.000387078,0.004257853,0.003692124,0.000893256,8.93E-05,0.005895489,0.00148876,0.008873009,0.00080393,0.000565729,0.002441566,8.93E-05,0.000267977,8.93E-05,0.002709543,2.98E-05,0.000833706,0.000357302,0.000238202,0.000595504,0.000446628,0.000387078,5.96E-05,0,0.000446628,8.93E-05,0,0,0.000148876,0,0.000178651,0.000863481,0,0,0.000238202,0.000506178,0,8.93E-05,0.000208426,0,0,0.001131457,0.000357302,0,0.000774155,0,0,8.93E-05,0,0.000119101,0.000238202,0.000119101,0,0,0,0,0,0,0,0,2.98E-05,0,2.98E-05,5.96E-05,0,0,0,0,0,0,0,0.000267977,0,0,0,0,0,0,0,8.93E-05,0.000238202,0,0.000238202,0,0,0,0,0.000506178,5.96E-05,0,0,0,0,0,0,0.000148876,0,0,0.101086795,0.105285098,0.032514515,0.011642102,0.239005508,0.157064166,0.053238053,0.060979604,2.98E-05,0.004347179,0,0.004198303,0.000148876,0.034926306,0.033020694,0.000923031,0,0.036802144,0.004644931,0.018430847,0.001161233,0.002769093,0.013845467,0.000446628,0,0,0.00905166,0.000535954,0.001250558,0,0,0.010629745,0.002917969,0.000655054,0.000714605,0,0.001458985,0,0,0,0.000446628,0,0.004257853,0.007592675,0.003930326,0.00080393,0.001161233,0.001756737,0,0.00154831,0.001607861,0,0,0.004883132,0.00223314,0,0.000625279,0,0,0,0,0,0.000297752,0.000714605,0,0.000476403,0,0,0,0.000327527,0,0.000535954,0,0.001697186,0,0,0,0.00068483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000267977,0,0,0,0,0,0,0,0,0,5.96E-05,0,0,0,0,0,0
4_5,5,0.340806908,0.116808099,0.09132053,0.260562751,0.066934643,0.011225249,0.009557838,0.010867947,0.000982582,0.01202918,0,0.000357302,0.000327527,0.005984815,0.007056722,0.000208426,0,0.009170761,0.003930326,0.001846062,0.000714605,0.000327527,0.005597737,0.003334822,0.002947745,0,0.000238202,0,0.000238202,0.000952806,0.000357302,0.001756737,0.000238202,0.000774155,0,0.000655054,0.000565729,0,0,0,5.96E-05,0,0.001250558,0.002024713,0,8.93E-05,0,0,0,0.000387078,0.00080393,0,0.000357302,0.003066845,0,0,8.93E-05,0,0,0,0,0,0.000119101,0,0,0.000178651,0,0.000267977,0.000357302,0,0.000416853,0,0.000119101,0.000297752,0,0,0.000208426,0,0,0,0,0.000208426,5.96E-05,0,0,0,0,0.000148876,0,0,0.000506178,0,0.000327527,0,0.000178651,0,0,0,0,0.000238202,0,0,0,0,0,0.000297752,0,0,0,0,0.29504243,0.117909781,0.059997022,0.1207682,0.125413131,0.048057168,0.014708947,0.014500521,0.003453923,0.014887599,0,0.002828644,0.000327527,0.007801102,0.014202769,0.001697186,0.000208426,0.017835343,0.017388715,0.011165699,0.004317404,0.001935388,0.007801102,0.001667411,0.000148876,0,0.000595504,0,0.00080393,0.000416853,0.001012357,0.003245497,0.000506178,0.00074438,0.001399434,0,0.002322465,0,5.96E-05,0,0.000655054,0,0.000952806,0.006669644,0.001339884,0.000952806,0,0.001697186,0,0.000357302,0.000446628,0.000387078,0,0.004168528,0,0,5.96E-05,0.000416853,0.000297752,0.000208426,0,0,0.000267977,0,0,8.93E-05,0,0.001846062,5.96E-05,0,0.001458985,0,8.93E-05,0.000238202,0.000238202,0.000238202,0.000476403,0.000387078,0,0,0.000446628,0.000357302,0.000357302,0,0,0,0,0,0,0.000148876,0,0,0.000327527,0,8.93E-05,0,0,5.96E-05,0.001071907,0,0.000446628,0,0,0,0,0,0,0,0.011076373,0
1_6,6,0.037903826,0.161709096,0.010093792,0.389935983,0.111895191,0.010629745,0.078934048,0.031055531,0,0.019056126,0,0.000119101,0,0.010689296,0.016048831,0.000267977,0.000208426,0.022807801,0.000506178,0,0.000595504,0.001042132,0.006937621,0.001697186,0.006610094,0,0,0,0.001458985,0.001399434,0.001726961,0.006282567,0.000625279,0.001458985,0.000565729,0,0.000595504,0.000267977,2.98E-05,0,0,0,0.001667411,0.004764032,0.001429209,0.001846062,0.000357302,0,0.000565729,0.000774155,0.002173589,0.000148876,0.000535954,0.001846062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000357302,0.001131457,0,0,0,0,0,0,0.000119101,0.000238202,0.000535954,0,0,0,0,0,0,0,0,0,0,0.000655054,0,0,0,0,0,0.001131457,0,0,0,0,0.002769093,0,0,0,0,0,0.00080393,0,0,0,0,0.035075182,0.281137413,0.014917374,0.020693762,0.19547417,0.003453923,0.090725026,0.059937472,0,0.012058955,0,0.005121334,0,0.029834748,0.020693762,0.006371892,0.003334822,0.047729641,0,0.001458985,0.003513473,0.001220783,0.013964568,0.002560667,0.001161233,0,0.00154831,0.000208426,0.001905613,0.029358344,0.000238202,0.005895489,0.001280333,0.003602799,0.000327527,0.000446628,0.001101682,0,0.000297752,0,0.000535954,0,0.009349412,0.005657287,0.020485336,0.000893256,0,0.001816287,0.000208426,0.00378145,0.002530892,0.000119101,0.000327527,0.001726961,0,0,0,0.000595504,0,0.000357302,0,0,0,0,0,0.00074438,0,0.000506178,0,8.93E-05,0,0,0,0.001578085,0.000446628,0.000238202,0.000446628,0,0,0,0,5.96E-05,0,0,0,5.96E-05,0,0,0,0.000148876,0,0,0,0,0.000238202,0,0,0,0,0,0,0,0,0.000119101,0,0,0,0,0,0.014768498
2_6,6,0.129224356,0.205806163,0.0490993,0.120559774,0.144707459,0.012207831,0.065118356,0.039213935,0.000952806,0.06044365,0.00074438,0.000119101,0,0.023939259,0.024237011,0.000565729,0.00378145,0.024415662,0.001280333,0,0.001369659,0.002709543,0.009349412,0.005478636,0.003811225,0,0.000148876,0.00080393,0.003305047,0.00521066,0.003185946,0.004644931,0.00148876,0.002114039,0.001220783,0,0,0,0.000208426,0,0.000774155,0,0.013547715,0.005806163,0.00223314,0.001965163,0,0,0,0.000148876,0.002649993,0,0.000148876,0.000446628,0,0,0,0,0,0,0,0,0,0,0,0.000178651,0,0.00148876,0,0,0,0.000297752,0,0.000178651,0,0.001429209,0,0.000178651,0,0,0,0,0,0,0.000893256,0,0,0,0,0,0,0,0.000119101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08759863,0.231799911,0.051302665,0.011790978,0.233943725,0.003870776,0.07321721,0.055739169,0.002471341,0.012416257,0,0.009170761,0,0.030787554,0.029477445,0.000476403,0.01202918,0.02715498,0.004972458,0.001637636,0.003543248,0.00154831,0.011701653,0.000297752,0.001846062,0,0.004079202,0,0.000148876,0.006371892,0,0.009766265,0.005687063,0.001578085,0,0.000119101,0.000267977,0.000863481,0,0,0.00154831,0.002084264,0.008485931,0.009944916,0.002114039,0.002739318,0.000625279,0,0.000476403,0.001697186,0.003185946,0.001518535,0,0.001310109,0.000714605,0,0.000476403,0,0,0.000833706,0,0,0.000148876,0,0,0,0,0,0,0,0.000714605,0,0,0.000923031,0,0,0.000625279,0,0,0,0.000446628,0,0.000238202,0,0,0,0,0,0.001458985,0.000595504,0,0.000893256,0,0,0,0,0.00068483,0,0,0.000714605,0,0,0,0,0,0,0,0.000119101,0,0
